	3399-OG-10	3399-OG-13	3399-OG-14	3399-OG-15	3399-OG-16	3399-OG-19	3399-OG-20	3399-OG-31	3399-OG-32	3399-OG-33	3399-OG-34	3399-OG-9
AC089998.4	0	1	0	0	0	0	0	2	0	0	0	1
AC089998.2	0	0	0	0	0	0	0	0	0	0	0	0
AC089998.1	0	0	0	0	0	0	0	0	0	0	0	0
AC091214.1	0	1	1	0	0	1	1	1	3	0	0	0
TMTC2	3	2	7	0	6	2	1	5	3	6	2	3
RNU6-977P	0	1	1	0	0	0	0	0	0	0	0	0
RPL6P25	0	0	0	0	0	0	0	0	0	0	0	0
AC090680.1	0	0	0	0	0	0	0	0	0	0	0	0
AC093025.1	0	0	0	0	0	0	0	0	0	0	0	0
AC090679.3	0	0	0	0	0	0	0	0	0	0	0	0
AC090679.2	0	0	0	0	0	0	0	0	0	0	0	0
AC090679.1	0	0	0	0	0	0	0	0	0	0	0	0
AC087888.1	0	0	0	0	0	0	0	0	0	0	0	0
AC093027.1	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A15	0	3	1	2	1	1	0	3	1	0	0	1
AC128657.1	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN19	0	0	0	0	0	0	0	0	0	0	0	0
LRRIQ1	0	0	0	0	0	0	0	0	0	0	0	0
ALX1	0	0	0	0	0	0	0	0	0	0	0	0
LINC02820	0	0	0	0	0	0	0	0	0	0	0	0
AC126471.1	0	0	0	0	0	0	0	0	0	0	0	0
AC137768.1	0	0	0	0	0	0	0	0	0	0	0	0
RASSF9	0	0	0	0	0	0	0	0	0	0	0	0
NTS	0	0	1	0	0	0	0	0	0	0	0	0
MGAT4C	0	0	0	2	0	0	0	1	0	0	0	0
AC016993.1	0	0	0	0	0	0	0	0	0	0	0	0
AC139697.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010196.1	0	0	0	0	0	0	0	0	0	0	0	0
AC079597.1	0	0	0	0	0	0	0	0	0	0	0	0
RPL23AP68	0	0	0	0	0	0	0	0	0	0	1	0
AC079598.4	2	1	6	8	2	2	0	2	4	7	2	2
CYCSP30	0	0	0	0	0	0	0	0	0	0	0	0
AC079598.2	0	0	0	0	0	0	0	0	0	0	0	0
MKRN9P	0	0	0	0	0	0	0	0	0	0	0	0
LINC02258	0	0	0	0	0	0	0	0	0	0	0	0
AC079598.1	0	0	0	0	0	0	0	0	0	0	0	0
AC079598.3	0	0	0	0	0	0	0	0	0	0	0	0
RPS4XP15	0	0	0	0	0	0	0	0	0	0	0	0
C12orf50	0	0	2	0	7	0	1	0	2	0	0	2
C12orf29	49	73	51	2	10	21	9	25	28	16	23	62
CEP290	74	157	134	16	24	29	25	71	68	69	61	89
RNA5SP364	0	0	0	0	0	0	0	0	0	0	0	0
AC091516.1	0	2	0	0	0	0	0	0	0	0	0	0
TMTC3	99	96	71	8	13	19	16	30	26	25	32	100
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
KITLG	0	5	16	0	5	0	0	0	0	0	2	0
AC024941.2	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-117P	0	0	0	0	0	0	1	0	0	0	0	0
AC024941.1	0	0	0	0	0	0	0	0	0	0	0	0
LINC02458	0	0	0	0	3	0	0	0	0	0	0	0
AC006199.1	0	0	1	0	0	0	0	0	0	0	0	0
RNU7-120P	0	0	0	0	0	0	0	0	0	0	0	0
MRPS6P4	0	0	0	0	0	0	0	0	0	0	0	0
DUSP6	3	380	792	340	1204	349	209	845	700	882	842	25
AC024909.1	2	1	12	3	16	3	5	4	2	3	6	0
AC010201.3	0	0	0	0	0	0	0	0	0	0	0	0
AC010201.2	0	0	0	0	0	0	0	0	0	1	0	0
AC010201.1	0	0	0	0	0	0	0	0	0	0	0	0
POC1B	98	129	187	15	61	76	26	124	91	190	169	150
CENPCP1	0	1	0	0	0	0	0	0	0	0	0	0
POC1B-GALNT4	0	1	1	0	0	2	2	0	0	1	0	2
GALNT4	0	0	0	3	0	0	0	0	0	0	0	0
POC1B-AS1	10	16	32	4	2	7	2	5	10	3	3	12
AC025034.2	0	0	0	0	0	0	0	0	0	0	0	0
AC025034.1	1	7	17	3	4	0	3	0	7	9	11	12
ATP2B1	735	1827	4983	1520	5576	886	837	1768	1820	1632	1790	856
ATP2B1-AS1	40	50	230	51	302	208	218	116	137	87	134	45
AC009522.1	1	1	4	0	0	0	4	0	1	1	2	0
RNA5SP365	0	0	0	0	0	0	0	0	0	0	0	0
MRPL2P1	0	0	0	0	0	0	0	0	0	1	1	0
RNU6-148P	0	0	0	0	0	0	0	0	0	0	2	0
BRWD1P2	0	0	0	0	0	0	0	0	0	0	0	0
LINC02399	6	0	12	1	8	28	33	3	7	1	3	7
AC126178.1	0	2	13	0	15	0	1	0	2	0	0	0
LINC02392	0	0	1	0	0	1	2	0	0	0	0	0
LINC02822	0	0	0	0	0	0	0	0	0	1	0	0
AC112481.2	0	3	0	1	0	0	0	0	0	0	0	0
AC084365.1	0	0	0	0	0	0	0	0	0	0	0	0
AC112481.1	0	0	0	0	0	0	0	0	0	0	0	0
CCER1	0	0	0	0	0	0	0	0	0	0	0	0
LINC00615	0	0	0	0	0	0	0	0	0	0	0	0
EPYC	0	0	0	0	0	0	0	0	0	0	0	0
KERA	0	0	0	0	0	0	0	0	0	0	0	0
LUM	0	0	1	0	0	0	0	0	0	0	0	0
DCN	0	0	0	0	0	0	0	0	0	0	0	0
AC007115.1	0	0	0	0	0	0	0	0	0	0	0	0
LINC02823	0	0	0	0	0	0	0	0	0	0	0	0
AC090016.1	0	0	0	0	0	0	0	0	0	0	0	0
AC126175.1	0	0	0	0	0	0	0	0	0	0	0	0
AC126175.2	0	0	0	0	0	0	0	0	0	0	0	0
AC025254.1	0	0	0	0	0	0	0	0	0	0	0	0
AC090049.2	0	1	0	0	0	0	0	0	0	0	0	0
LINC02404	3	2	1	0	0	0	0	2	0	0	0	1
AC090049.1	0	2	0	0	0	0	0	0	0	0	0	0
LINC01619	8	14	8	2	2	5	2	3	9	6	9	12
AC123512.1	1	1	2	0	0	0	0	0	3	2	0	0
AC025164.2	0	0	0	0	0	0	0	0	0	0	0	0
BTG1	10198	11942	11359	4244	7908	3151	2561	15394	11323	15185	11518	11686
AC025164.1	80	90	78	87	153	159	134	97	74	100	84	60
RPL21P106	0	0	0	0	0	0	0	1	0	0	0	2
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
LINC02391	0	0	0	0	0	0	0	0	0	0	0	1
CLLU1-AS1	0	0	0	0	1	0	0	0	1	0	0	0
CLLU1	0	0	1	0	0	1	0	0	1	0	1	0
AC063949.2	0	0	0	0	0	0	0	0	0	0	0	0
LINC02397	2	25	29	0	0	1	0	9	10	4	6	1
AC063949.1	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHG7	1	4	15	3	2	0	1	2	8	1	3	2
EEA1	76	193	153	62	51	60	28	167	90	134	105	118
AC026111.1	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPA1P50	0	0	1	0	0	0	0	0	1	0	0	0
RNU6-1329P	0	3	1	0	1	1	1	0	0	0	0	3
LINC02413	0	0	0	0	0	0	0	0	0	0	0	0
AC138123.1	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
AC021646.1	0	0	0	0	0	0	0	0	0	0	0	0
RPL41P5	10	7	8	0	1	4	3	36	9	35	23	6
AC138123.2	0	1	0	0	1	0	0	0	0	0	0	0
NACAP8	0	1	1	1	0	0	0	0	0	0	0	0
LINC02412	0	0	0	0	0	1	0	0	0	0	0	0
AC126172.1	0	0	0	0	0	0	0	0	0	0	0	0
AC124947.2	0	0	0	0	0	0	0	0	0	0	0	0
AC124947.1	0	0	0	0	1	0	5	0	0	0	1	0
NUDT4	249	238	220	114	142	94	67	310	256	286	221	261
UBE2N	253	296	282	63	191	81	53	148	115	117	132	276
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
MRPL42	66	122	79	7	18	27	9	39	50	52	60	74
RN7SL737P	0	0	0	0	0	0	0	0	0	0	0	0
AC025260.1	0	0	0	0	0	0	0	0	0	0	0	0
SOCS2-AS1	0	0	1	0	0	0	0	0	0	1	2	1
SOCS2	10	4	4	1	5	2	2	4	13	6	9	5
AC012085.1	0	0	0	0	0	0	0	0	0	0	0	0
CRADD	2	2	5	7	17	25	4	7	3	18	11	4
AC012085.2	6	5	7	0	6	0	0	2	4	1	1	1
RN7SL630P	0	0	0	0	0	0	0	0	0	0	0	0
AC012464.2	0	2	2	1	5	3	5	0	2	1	0	0
AC012464.1	0	0	1	0	0	0	0	0	0	0	0	0
AC012464.3	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP263	0	0	0	0	0	0	0	0	0	0	0	0
AC123567.1	0	0	0	0	0	0	0	0	0	0	0	0
PLXNC1	40	478	347	113	212	46	33	71	89	66	117	41
AC123567.2	2	6	6	1	2	0	5	1	9	0	3	1
AC073655.3	0	0	0	0	0	0	0	0	0	0	0	0
AC073655.1	0	0	0	0	0	0	0	0	0	0	0	0
AC073655.2	1	0	2	0	0	0	0	0	0	0	0	0
CEP83	25	42	35	8	13	7	4	32	27	21	25	23
RN7SL330P	0	0	0	0	0	0	0	0	0	1	0	0
RBMS2P1	0	0	0	0	0	0	0	0	0	0	0	0
CEP83-DT	0	1	0	0	0	0	0	0	0	0	0	0
AC023161.1	0	0	1	0	0	0	0	0	0	0	0	0
RN7SL483P	1	0	0	0	0	0	0	0	0	0	0	0
NSA2P2	1	4	2	0	0	0	0	2	0	0	1	2
SUCLG2P2	0	0	0	0	0	0	0	0	0	0	0	0
MIR5700	0	0	0	0	0	0	0	0	0	0	0	1
TMCC3	29	48	37	47	25	44	28	27	20	26	22	23
MIR7844	0	0	0	0	0	0	0	0	0	0	0	0
LSM3P2	0	0	0	0	0	0	0	0	0	0	0	0
KRT19P2	0	0	0	0	0	0	0	0	0	0	0	0
MIR492	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA12	240	242	170	33	40	53	25	86	57	79	89	286
NR2C1	42	71	47	5	7	9	6	29	16	27	19	41
FGD6	2	11	8	15	3	2	2	6	5	4	6	3
AC126615.2	0	0	0	0	0	0	0	0	0	0	0	0
AC126615.1	0	0	1	0	0	0	0	0	0	0	0	0
VEZT	46	88	97	15	24	35	21	60	44	62	51	87
Y_RNA	0	2	3	0	1	0	1	0	1	5	3	4
CBX3P5	0	0	1	0	1	0	0	0	0	2	0	0
RNU6-808P	0	0	0	0	0	0	0	0	0	0	0	0
MIR331	0	0	0	0	0	0	0	0	0	0	0	0
MIR3685	0	0	0	0	0	0	0	0	0	0	0	0
AC084879.1	0	0	2	0	0	0	0	0	0	0	0	0
AC084879.2	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-735P	0	0	0	0	0	1	0	0	0	0	0	0
AC018475.1	0	0	0	0	0	0	0	1	0	1	0	0
METAP2	2066	1772	1615	1305	1050	773	708	1224	1216	971	940	2323
USP44	20	14	13	0	2	5	3	19	5	21	12	16
PGAM1P5	0	0	1	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
NTN4	1	0	5	1	0	0	2	1	0	2	0	2
AC090001.1	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-247P	0	0	0	0	0	0	0	0	0	0	0	0
LINC02410	0	0	0	0	0	0	0	0	0	0	0	0
SNRPF	431	413	463	7	164	105	79	348	185	351	304	484
CCDC38	0	5	4	3	1	2	0	1	0	0	0	3
AC090001.2	0	0	0	0	0	0	0	0	0	0	0	0
AMDHD1	1	1	3	1	0	0	0	3	1	2	1	0
HAL	0	5	3	4	3	1	0	0	3	3	1	2
AC007298.2	0	1	0	0	0	0	0	0	0	0	0	1
LTA4H	54	277	90	51	38	46	29	218	90	148	58	72
AC007298.1	0	0	0	0	0	0	0	0	0	0	0	0
YPEL5P3	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL88P	0	0	0	0	0	0	0	0	0	0	0	0
LINC02452	0	0	0	0	0	0	0	0	0	0	0	0
ELK3	577	759	523	224	249	209	126	252	230	240	221	683
AC008149.1	0	1	1	0	0	1	0	0	0	0	0	0
AC008149.2	7	16	20	0	1	2	1	2	0	2	5	8
CDK17	433	407	434	27	111	94	75	334	316	309	367	479
RNU4-24P	0	0	1	0	0	0	0	0	0	0	0	0
AC125612.1	0	1	0	0	1	0	0	0	0	0	0	2
AC007513.1	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP11	0	0	0	0	0	0	0	0	0	0	0	0
CFAP54	3	2	4	1	2	0	1	2	5	0	2	3
EEF1A1P33	0	0	0	0	0	0	0	0	0	0	0	0
NEDD1	52	113	135	7	9	21	15	47	62	71	54	61
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
AC007656.2	0	0	0	0	0	0	0	0	0	0	0	0
AC007656.1	0	0	0	0	0	0	0	0	0	0	0	0
AC007656.3	0	0	0	0	0	0	0	0	0	0	0	0
AC007656.4	0	0	0	0	0	0	0	0	0	0	0	0
LINC02409	0	0	0	0	0	0	0	0	0	0	0	0
RMST	0	0	0	0	0	0	0	0	0	0	0	0
MIR1251	0	0	0	0	0	0	0	0	0	0	0	0
AC007351.2	0	0	0	0	0	0	0	0	0	0	0	0
AC007351.3	0	0	0	0	0	0	0	0	0	0	0	0
AC007351.4	0	0	0	0	0	0	0	0	0	0	0	0
AC007351.1	0	0	0	0	0	0	0	0	0	0	0	0
AC018659.4	0	0	0	0	0	0	0	0	0	0	0	0
AC018659.3	0	0	0	0	0	0	0	0	0	0	0	0
AC018659.1	0	0	0	0	0	0	0	0	0	0	0	0
AC018659.7	0	0	0	0	0	0	0	0	0	0	0	0
AC018659.5	0	0	0	0	0	0	0	0	0	0	0	0
AC018659.8	0	0	0	0	0	0	0	0	0	0	0	0
MIR135A2	0	0	0	0	0	0	0	0	0	0	0	0
AC018659.6	0	0	0	0	0	0	0	0	0	0	0	0
AC018659.2	0	0	0	0	0	0	0	0	0	0	0	0
AC007424.1	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-36P	11	3	0	4	8	5	11	2	0	0	0	3
MIR4495	0	0	0	0	0	0	0	0	0	0	0	0
MIR4303	0	0	0	0	0	0	0	0	0	0	0	0
AC016152.1	0	0	0	0	0	0	0	0	0	0	0	0
AC008055.1	0	0	0	0	0	0	0	0	0	0	0	0
RNU4-41P	0	0	1	0	0	0	0	0	0	0	0	0
AC008055.2	0	0	0	0	0	0	0	0	0	0	0	0
SLC9A7P1	0	0	2	0	0	0	1	0	0	1	0	0
LINC02453	2	4	0	1	0	1	0	0	0	0	0	0
TMPO-AS1	4	6	6	0	2	0	1	7	4	2	5	15
TMPO	182	258	308	18	30	43	40	279	220	249	243	226
PPIAP8	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A3	1056	1002	900	722	987	431	300	756	544	821	573	1170
SNORA53	0	0	0	0	0	0	0	0	0	0	0	0
IKBIP	50	52	36	10	12	19	11	7	8	13	18	46
APAF1	13	28	5	15	9	16	11	17	9	20	13	21
ANKS1B	2	3	2	0	0	0	0	1	0	3	0	2
AC008126.1	0	0	0	0	0	0	0	0	0	0	0	0
AC069437.1	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP366	0	0	0	0	0	0	0	0	0	0	0	0
AC117377.1	0	0	0	0	0	0	0	0	0	0	0	0
FAM71C	0	0	0	0	0	0	0	0	0	0	0	0
AC078916.1	0	0	0	0	0	0	0	0	0	0	0	0
RPS4XP1	0	1	0	0	0	0	0	0	0	0	0	0
AC126474.1	6	6	2	4	1	3	0	3	2	1	6	7
UHRF1BP1L	38	75	70	89	76	40	21	84	66	79	38	59
AC126474.2	38	38	34	47	28	25	19	27	31	24	19	56
AC010203.2	0	1	0	1	1	0	0	0	1	0	0	0
GOLGA2P5	7	6	1	0	1	1	5	7	2	10	4	5
RN7SL176P	0	0	0	0	0	0	0	0	0	0	0	0
AC010203.1	0	0	0	0	0	0	0	0	0	0	0	0
MIR1827	0	0	0	0	0	0	0	0	0	0	0	0
ACTR6	51	103	70	16	13	16	9	43	30	24	38	59
DEPDC4	3	4	2	0	1	0	0	2	5	1	7	2
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
SCYL2	161	249	211	90	122	84	40	146	97	129	100	170
SLC17A8	0	0	1	0	1	0	0	0	0	1	0	0
NR1H4	0	0	0	0	0	0	0	0	1	0	0	0
AC010200.2	0	0	0	0	0	0	0	0	0	0	0	0
GAS2L3	0	14	17	35	28	22	5	7	1	8	0	0
AC010200.1	0	0	0	0	0	0	0	0	0	0	0	0
ANO4	0	0	0	0	0	0	0	0	0	0	0	0
AC138360.1	0	0	0	0	0	0	0	0	0	0	0	0
AC063947.1	0	0	0	0	0	0	0	0	0	0	0	0
AC063947.2	0	2	0	4	0	0	0	0	0	1	0	0
SLC5A8	0	0	0	0	0	0	1	0	0	0	0	0
RNU6-768P	0	0	0	0	0	0	0	0	0	0	0	0
AC079953.1	0	0	0	0	0	0	0	0	0	0	0	0
UTP20	41	78	78	5	9	7	12	30	33	16	33	49
ARL1	110	159	160	33	71	41	33	95	70	85	75	134
AC063948.1	1	0	5	0	0	0	0	1	0	2	0	3
RNU6-1068P	0	0	0	0	0	0	0	0	0	0	0	0
RPS27P23	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
RNU5E-5P	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP367	0	0	0	0	0	0	0	0	0	0	0	0
SPIC	0	0	0	0	0	0	0	0	0	0	0	0
MYBPC1	1	3	1	1	0	0	0	0	0	0	2	1
AC117505.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010205.1	0	0	0	0	0	0	0	0	0	0	0	0
CHPT1	27	39	30	2	11	18	1	28	10	33	32	36
RNY1P16	0	5	2	0	0	0	0	2	4	0	1	7
SYCP3	3	18	11	4	5	0	5	9	5	12	12	3
GNPTAB	135	420	282	39	65	71	43	263	175	179	174	191
RNU6-101P	0	0	3	0	0	0	0	0	0	0	0	0
AC063950.1	0	0	0	0	0	1	0	0	0	0	0	1
RNA5SP368	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-172P	0	0	0	0	0	0	0	2	2	0	0	0
RNA5SP369	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1183P	0	0	0	0	0	0	0	0	0	0	0	0
HSPE1P4	1	0	0	0	0	0	0	1	1	2	2	1
DRAM1	24	187	707	168	1131	38	72	48	134	27	117	28
AC084398.2	0	0	2	0	2	0	1	0	1	0	0	0
AC084398.1	0	0	0	0	0	0	0	0	0	0	0	0
AC079907.2	0	0	4	0	0	0	0	0	0	0	0	0
NENFP2	0	0	0	0	0	0	0	0	0	0	0	0
WASHC3	56	55	54	4	19	18	9	11	18	13	19	59
AC079907.1	0	0	0	0	0	0	0	0	0	0	0	0
NUP37	36	45	35	4	13	12	3	41	29	40	34	35
PARPBP	1	5	5	2	0	0	1	4	1	2	2	8
PMCH	0	0	0	0	0	0	0	0	0	0	0	0
HELLPAR	9	11	9	2	3	2	0	3	1	2	2	3
RN7SL793P	0	0	0	0	0	0	0	0	0	0	0	0
AC093023.1	0	0	0	0	0	0	0	0	0	0	0	0
LINC02456	0	0	0	0	0	0	0	0	0	0	0	0
IGF1	0	0	0	0	0	0	1	0	0	0	0	0
AC010202.1	0	0	0	0	0	0	0	0	0	0	0	0
LINC00485	0	0	0	0	0	0	0	0	0	0	0	0
PAH	0	0	0	0	0	0	0	0	0	0	0	0
AC026108.1	0	0	0	0	0	0	0	0	0	0	0	0
ASCL1	0	0	0	1	0	0	0	0	0	0	0	0
AC026108.2	0	0	0	0	0	0	0	0	0	0	0	0
AC068643.1	0	0	0	0	0	0	0	0	0	0	0	0
AC068643.2	0	0	0	0	0	0	0	0	0	0	0	0
C12orf42	5	5	4	0	0	0	1	4	1	6	2	2
AC084364.1	0	0	0	0	0	0	0	0	0	0	0	0
AC084364.2	0	0	0	0	0	0	0	0	0	0	0	0
AC084364.3	0	0	0	0	0	0	0	0	0	0	0	0
LINC02401	0	0	0	0	0	0	0	0	0	0	0	0
STAB2	0	0	1	0	0	0	1	1	0	0	0	0
U8	0	0	0	0	0	0	0	0	0	0	0	0
AC025265.2	0	0	0	0	0	0	0	0	0	0	0	0
AC025265.3	0	0	0	0	0	0	0	0	0	0	0	0
AC025265.1	1	0	0	0	0	0	0	0	0	0	0	0
NT5DC3	4	11	12	1	3	4	1	12	19	6	8	10
AC012555.2	0	0	0	0	0	0	0	0	0	0	0	0
AC012555.1	0	0	0	0	0	0	0	0	0	0	0	0
TTC41P	1	0	1	0	0	0	0	0	0	1	1	0
HSP90B1	202	475	521	198	230	164	114	430	333	399	313	242
MIR3652	0	0	0	0	0	0	0	0	0	0	0	0
C12orf73	22	15	13	7	4	7	2	24	7	15	11	20
TDG	93	163	159	49	129	56	26	122	122	109	108	94
GLT8D2	0	3	4	0	1	0	0	2	1	2	0	0
AC078819.1	0	0	0	0	0	0	0	0	0	0	0	0
HCFC2	65	122	95	42	33	24	25	35	44	54	50	91
NFYB	47	80	72	21	35	19	13	46	51	91	57	93
RNA5SP370	2	1	1	0	2	3	2	0	2	2	0	1
LINC02385	0	0	0	0	0	0	0	0	0	0	0	0
AC089983.2	0	0	0	0	0	0	0	0	0	0	0	0
TXNRD1	265	1096	2266	169	1163	248	126	93	62	85	90	280
AC089983.1	0	0	0	0	0	0	0	0	0	0	0	0
RPL18AP3	44	30	43	4	14	11	6	56	31	36	24	44
EID3	17	25	20	2	7	6	2	14	17	21	15	22
CHST11	123	201	139	22	31	52	25	83	56	95	64	138
AC079316.1	16	27	38	9	1	5	4	12	17	13	17	9
AC079316.2	0	6	6	0	0	0	0	1	3	1	4	2
MIR3922	0	0	0	0	0	0	0	0	0	0	0	0
SLC41A2	18	58	87	3	28	6	4	11	28	9	45	20
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
AC089985.1	0	0	2	0	0	0	0	0	0	0	0	0
KRT18P20	0	0	0	0	0	0	0	0	0	0	0	0
C12orf45	19	33	29	5	4	10	3	29	13	22	29	21
ALDH1L2	2	2	0	0	0	0	0	0	0	0	1	0
WASHC4	152	342	310	170	168	104	70	123	128	102	127	201
APPL2	26	48	23	18	5	4	7	27	11	7	13	26
C12orf75	104	342	187	48	72	86	64	71	57	75	54	108
AC078874.1	2	0	3	0	1	0	1	2	1	2	0	0
KCCAT198	0	0	0	2	0	0	0	0	0	0	0	0
AC079851.1	0	0	0	0	0	0	0	0	0	0	0	0
CASC18	0	0	0	0	0	0	0	0	0	0	0	0
ST13P3	0	0	0	0	0	0	0	0	0	2	0	0
AC011595.2	0	0	0	0	0	0	0	0	0	0	0	0
NUAK1	0	25	19	2	2	2	0	4	2	3	2	0
AC011595.1	0	0	3	0	0	0	0	0	0	0	0	0
AC010182.1	0	0	0	0	0	0	0	0	0	0	0	0
CKAP4	73	240	280	352	244	246	106	207	80	173	108	61
AC079174.1	3	3	2	1	3	2	3	4	8	13	12	8
AC079174.2	0	2	2	1	1	3	1	0	1	1	3	0
RNU7-94P	0	0	0	0	0	0	0	0	0	0	0	0
TCP11L2	53	57	36	71	38	25	27	70	46	40	51	83
POLR3B	17	37	31	5	6	5	5	20	9	7	14	16
AC079385.1	0	0	0	0	0	0	0	0	0	0	0	1
RFX4	0	0	0	0	0	0	0	0	0	0	0	0
AC079385.2	0	1	0	0	0	0	0	0	0	0	0	1
AC079385.3	0	0	0	0	0	0	0	0	0	0	0	1
RIC8B	15	19	16	3	3	4	0	7	12	10	9	18
AC007695.1	1	12	9	0	0	0	0	1	1	1	1	5
EEF1B2P4	0	0	0	0	0	0	0	0	0	0	0	0
RPL30P12	0	0	0	0	0	0	0	0	0	0	0	0
AC007541.1	7	5	1	0	0	6	0	11	3	9	2	9
TMEM263	139	187	163	9	25	43	34	104	94	134	122	141
MTERF2	6	4	5	0	0	0	0	4	5	0	1	4
CRY1	201	110	75	28	56	44	29	72	65	59	66	224
AC078929.1	0	0	0	0	0	0	0	0	0	0	0	0
AC007649.1	0	0	0	0	0	0	0	0	0	0	0	0
SETP7	0	0	0	0	0	0	0	0	0	0	0	0
BTBD11	32	50	39	5	0	4	5	131	129	98	50	47
AC009774.1	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP371	0	3	3	1	0	1	0	6	17	7	10	2
AC007540.1	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
PWP1	578	600	523	137	213	125	131	243	287	265	295	655
AC007622.1	0	0	0	0	0	0	0	0	0	0	0	0
PRDM4	55	83	64	28	39	26	9	29	22	40	48	64
AC007622.2	7	8	0	10	9	5	2	5	3	4	3	10
ASCL4	0	0	0	0	0	0	0	0	0	0	0	0
AC126177.3	0	0	0	0	0	0	0	0	0	0	0	0
AC126177.5	0	0	0	0	0	0	0	0	0	0	0	0
AC126177.2	0	0	0	0	0	0	0	0	0	0	0	0
AC126177.4	0	0	0	0	0	0	0	0	0	0	0	0
AC126177.6	0	0	0	0	0	0	0	0	0	0	0	0
AC126177.1	0	0	0	0	0	0	0	0	0	0	0	0
WSCD2	0	0	0	0	0	0	0	0	0	0	0	0
AC009729.1	0	0	0	0	0	0	0	0	0	0	0	0
CMKLR1	2	32	13	3	2	1	1	5	6	4	1	0
LINC01498	0	0	0	0	0	0	0	0	0	0	0	0
FICD	28	38	42	7	26	22	16	36	32	25	29	40
SART3	201	251	216	63	82	75	47	151	133	154	144	244
AC008119.1	0	0	0	0	0	0	0	0	0	0	1	1
ISCU	254	209	165	11	60	104	32	239	79	239	175	401
TMEM119	0	0	1	0	1	1	0	0	1	0	0	0
SELPLG	330	443	302	114	97	88	80	266	157	232	144	282
AC007569.1	0	3	0	0	0	1	0	0	0	0	0	1
MIR4496	0	0	0	0	0	0	0	0	0	0	0	0
CORO1C	21	182	65	422	163	142	53	184	56	180	44	28
RNU7-169P	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
AC087893.1	0	0	0	0	0	0	0	0	0	0	0	0
SSH1	31	215	127	30	50	27	16	64	26	53	32	49
AC087893.3	0	0	0	0	0	0	0	0	0	0	0	0
AC087893.2	0	3	0	0	1	4	0	3	0	0	1	0
MIR619	0	1	0	0	0	0	0	0	0	0	0	0
DAO	0	0	0	0	0	0	0	0	0	0	0	0
SVOP	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-361P	0	0	0	0	0	0	0	0	0	0	0	0
AC190387.1	0	0	0	0	0	0	0	0	0	0	0	0
USP30	11	13	26	6	6	3	5	14	12	17	9	17
USP30-AS1	1	6	17	2	3	2	0	6	7	2	9	4
RNA5SP372	0	0	0	0	0	0	0	0	0	0	0	0
ALKBH2	6	6	9	2	3	1	1	5	5	5	4	4
UNG	28	36	35	4	3	6	2	5	13	17	9	21
AC007637.1	0	0	0	0	0	0	0	0	0	0	0	0
ACACB	3	7	4	0	0	2	1	2	2	5	1	1
FOXN4	0	0	0	0	0	0	0	0	0	0	0	0
MYO1H	2	2	3	0	0	0	0	0	0	0	0	0
LINC01486	0	0	0	0	0	0	0	0	0	0	0	0
AC007570.1	0	0	0	0	0	0	0	0	0	0	0	0
KCTD10	119	130	98	31	107	35	26	93	62	79	60	123
UBE3B	54	107	86	45	45	25	23	63	67	49	51	66
MMAB	4	7	6	4	0	0	1	8	1	4	7	6
RNU4-32P	0	0	0	0	0	0	0	0	0	0	0	0
MVK	34	19	16	1	6	1	0	21	18	3	6	54
RN7SKP250	0	0	0	0	0	0	0	0	0	0	0	0
FAM222A	27	26	24	4	8	4	6	31	19	24	17	40
FAM222A-AS1	2	0	0	0	0	0	2	0	1	2	4	6
